"Item","P1"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"","A",29,0.190789473684211,-0.334050839692,-0.264423076923077,0.326923076923077,0.179487179487179,0.103448275862069,0.0625
"","B",31,0.203947368421053,-0.246302160237148,-0.137019230769231,0.230769230769231,0.282051282051282,0.172413793103448,0.09375
"*","C",69,0.453947368421053,0.288284788404967,0.512019230769231,0.269230769230769,0.333333333333333,0.586206896551724,0.78125
"","D",23,0.151315789473684,-0.249614430465895,-0.110576923076923,0.173076923076923,0.205128205128205,0.137931034482759,0.0625
"",""
"",""
"Item","P2"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"","A",17,0.111842105263158,-0.201770576121445,-0.110576923076923,0.173076923076923,0.0256410256410256,0.172413793103448,0.0625
"","B",44,0.289473684210526,-0.338791815942211,-0.240384615384615,0.365384615384615,0.384615384615385,0.206896551724138,0.125
"*","C",61,0.401315789473684,0.339989496842729,0.588942307692308,0.192307692307692,0.307692307692308,0.482758620689655,0.78125
"","D",30,0.197368421052632,-0.313412834803601,-0.237980769230769,0.269230769230769,0.282051282051282,0.137931034482759,0.03125
"",""
"",""
"Item","P3"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"","A",51,0.335526315789474,-0.369896189299516,-0.286057692307692,0.442307692307692,0.384615384615385,0.275862068965517,0.15625
"","B",13,0.0855263157894737,-0.305867021056205,-0.173076923076923,0.173076923076923,0.0512820512820513,0.0689655172413793,0
"*","C",83,0.546052631578947,0.257520248916804,0.466346153846154,0.346153846153846,0.512820512820513,0.655172413793103,0.8125
"","D",5,0.0328947368421053,-0.0771923172128136,-0.00721153846153846,0.0384615384615385,0.0512820512820513,0,0.03125
"",""
"",""
"Item","P4"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"*","A",36,0.236842105263158,-0.0315857398631635,0.100961538461538,0.211538461538462,0.230769230769231,0.206896551724138,0.3125
"","B",98,0.644736842105263,-0.146358747461963,-0.0793269230769231,0.673076923076923,0.58974358974359,0.724137931034483,0.59375
"","C",18,0.118421052631579,-0.176773821135866,-0.0216346153846154,0.115384615384615,0.179487179487179,0.0689655172413793,0.09375
"","D",0,0, ,0,0,0,0,0
"",""
"",""
"Item","P5"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"","A",27,0.177631578947368,-0.174196071456058,-0.0793269230769231,0.173076923076923,0.282051282051282,0.137931034482759,0.09375
"","B",38,0.25,-0.102259910762231,0.0697115384615385,0.211538461538462,0.282051282051282,0.241379310344828,0.28125
"","C",30,0.197368421052632,-0.385724556426243,-0.334134615384615,0.365384615384615,0.128205128205128,0.172413793103448,0.03125
"*","D",57,0.375,0.150207108317953,0.34375,0.25,0.307692307692308,0.448275862068966,0.59375
"",""
"",""
"Item","P6"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"","A",23,0.151315789473684,-0.0870195592817438,0.0528846153846154,0.134615384615385,0.230769230769231,0.0344827586206897,0.1875
"*","B",27,0.177631578947368,0.10084977438243,0.185096153846154,0.0961538461538462,0.153846153846154,0.241379310344828,0.28125
"","C",64,0.421052631578947,-0.262998579555133,-0.173076923076923,0.423076923076923,0.58974358974359,0.379310344827586,0.25
"","D",38,0.25,-0.155519678807853,-0.0649038461538461,0.346153846153846,0.0256410256410256,0.344827586206897,0.28125
"",""
"",""
"Item","P7"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"","A",11,0.0723684210526316,-0.27757985817366,-0.103365384615385,0.134615384615385,0.0512820512820513,0.0344827586206897,0.03125
"","B",58,0.381578947368421,-0.169365975324538,-0.115384615384615,0.365384615384615,0.435897435897436,0.482758620689655,0.25
"*","C",41,0.269736842105263,0.118863966768964,0.331730769230769,0.230769230769231,0.179487179487179,0.137931034482759,0.5625
"","D",42,0.276315789473684,-0.194226681097907,-0.112980769230769,0.269230769230769,0.333333333333333,0.344827586206897,0.15625
"",""
"",""
"Item","P8"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"*","A",41,0.269736842105263,-0.112255152483546,-0.00480769230769232,0.192307692307692,0.384615384615385,0.344827586206897,0.1875
"","B",23,0.151315789473684,-0.225311114507019,-0.15625,0.25,0.128205128205128,0.0689655172413793,0.09375
"","C",60,0.394736842105263,0.0970185905430927,0.293269230769231,0.269230769230769,0.307692307692308,0.551724137931034,0.5625
"","D",28,0.184210526315789,-0.280402205925733,-0.132211538461538,0.288461538461538,0.179487179487179,0.0344827586206897,0.15625
"",""
"",""
"Item","P9"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"","A",41,0.269736842105263,-0.281226278915902,-0.233173076923077,0.326923076923077,0.333333333333333,0.275862068965517,0.09375
"*","B",98,0.644736842105263,0.2006938151473,0.40625,0.5,0.564102564102564,0.724137931034483,0.90625
"","C",10,0.0657894736842105,-0.336386007996062,-0.153846153846154,0.153846153846154,0.0512820512820513,0,0
"","D",3,0.0197368421052632,-0.137791918968702,-0.0192307692307692,0.0192307692307692,0.0512820512820513,0,0
"",""
"",""
"Item","P10"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"","A",16,0.105263157894737,-0.273707356189866,-0.115384615384615,0.115384615384615,0.153846153846154,0.137931034482759,0
"*","B",53,0.348684210526316,0.300919493985629,0.408653846153846,0.153846153846154,0.282051282051282,0.551724137931034,0.5625
"","C",54,0.355263157894737,-0.257733759002689,-0.180288461538462,0.461538461538462,0.307692307692308,0.310344827586207,0.28125
"","D",29,0.190789473684211,-0.294947480253077,-0.112980769230769,0.269230769230769,0.256410256410256,0,0.15625
"",""
"",""
"Item","P11"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"","A",37,0.243421052631579,-0.278122878162047,-0.100961538461538,0.288461538461538,0.358974358974359,0.0689655172413793,0.1875
"","B",16,0.105263157894737,-0.239577216754532,-0.110576923076923,0.173076923076923,0.0512820512820513,0.103448275862069,0.0625
"","C",28,0.184210526315789,-0.24475468711545,-0.168269230769231,0.230769230769231,0.230769230769231,0.172413793103448,0.0625
"*","D",71,0.467105263157895,0.223465023096043,0.379807692307692,0.307692307692308,0.358974358974359,0.655172413793103,0.6875
"",""
"",""
"Item","P12"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"","A",17,0.111842105263158,-0.426398056226231,-0.269230769230769,0.269230769230769,0.0512820512820513,0.0344827586206897,0
"","B",24,0.157894736842105,-0.312784122958266,-0.175480769230769,0.269230769230769,0.128205128205128,0.0689655172413793,0.09375
"","C",22,0.144736842105263,-0.102586598247493,-0.0408653846153846,0.134615384615385,0.179487179487179,0.172413793103448,0.09375
"*","D",89,0.585526315789474,0.270114269966462,0.485576923076923,0.326923076923077,0.641025641025641,0.724137931034483,0.8125
"",""
"",""
"Item","P13"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"","A",15,0.0986842105263158,-0.354983069091377,-0.180288461538462,0.211538461538462,0.0769230769230769,0,0.03125
"","B",7,0.0460526315789474,-0.261203859663351,-0.0961538461538462,0.0961538461538462,0.0256410256410256,0.0344827586206897,0
"","C",13,0.0855263157894737,-0.274715696458853,-0.153846153846154,0.153846153846154,0.102564102564103,0.0344827586206897,0
"*","D",117,0.769736842105263,0.33620035192643,0.430288461538462,0.538461538461538,0.794871794871795,0.931034482758621,0.96875
"",""
"",""
"Item","P14"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"","A",13,0.0855263157894737,-0.349230933179293,-0.180288461538462,0.211538461538462,0.0256410256410256,0,0.03125
"","B",30,0.197368421052632,-0.287617726978048,-0.206730769230769,0.269230769230769,0.179487179487179,0.241379310344828,0.0625
"*","C",90,0.592105263157895,0.269246218552034,0.485576923076923,0.326923076923077,0.641025641025641,0.758620689655172,0.8125
"","D",19,0.125,-0.211663542725345,-0.0985576923076923,0.192307692307692,0.153846153846154,0,0.09375
"",""
"",""
"Item","P15"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"*","A",53,0.348684210526316,0.0588730838084835,0.15625,0.25,0.307692307692308,0.517241379310345,0.40625
"","B",25,0.164473684210526,-0.290247367784338,-0.206730769230769,0.269230769230769,0.153846153846154,0.103448275862069,0.0625
"","C",32,0.210526315789474,-0.119222811322376,0.0576923076923077,0.192307692307692,0.256410256410256,0.137931034482759,0.25
"","D",42,0.276315789473684,-0.155020890072314,-0.00721153846153844,0.288461538461538,0.282051282051282,0.241379310344828,0.28125
"",""
"",""
"Item","P16"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"*","A",48,0.315789473684211,0.159432481854553,0.377403846153846,0.153846153846154,0.333333333333333,0.344827586206897,0.53125
"","B",36,0.236842105263158,-0.252119577445666,-0.213942307692308,0.307692307692308,0.256410256410256,0.241379310344828,0.09375
"","C",29,0.190789473684211,-0.237878799959001,-0.0817307692307692,0.269230769230769,0.128205128205128,0.137931034482759,0.1875
"","D",39,0.256578947368421,-0.162460285825477,-0.0817307692307692,0.269230769230769,0.282051282051282,0.275862068965517,0.1875
"",""
"",""
"Item","P17"
"correct","key","n","rspP","pBis","discrim","lower","mid50","mid75","upper"
"*","A",65,0.427631578947368,0.256815139887996,0.4375,0.25,0.435897435897436,0.448275862068966,0.6875
"","B",29,0.190789473684211,-0.237878799959001,-0.144230769230769,0.269230769230769,0.179487179487179,0.137931034482759,0.125
